12	50000000	60000000
12	60000000	70000000
12	70000000	80000000
12	80000000	90000000
12	90000000	100000000
12	100000000	110000000
12	110000000	120000000
12	120000000	130000000
12	130000000	133851895
13	0	10000000
13	10000000	20000000
13	20000000	30000000
13	30000000	40000000
13	40000000	50000000
13	50000000	60000000
13	60000000	70000000
13	70000000	80000000
13	80000000	90000000
13	90000000	100000000
13	100000000	110000000
13	110000000	115169878
14	0	10000000
14	10000000	20000000
14	20000000	30000000
14	30000000	40000000
14	40000000	50000000
14	50000000	60000000
14	60000000	70000000
14	70000000	80000000
14	80000000	90000000
14	90000000	100000000
14	100000000	107349540
15	0	10000000
15	10000000	20000000
15	20000000	30000000
15	30000000	40000000
15	40000000	50000000
15	50000000	60000000
15	60000000	70000000
15	70000000	80000000
15	80000000	90000000
15	90000000	100000000
15	100000000	102531392
16	0	10000000
16	10000000	20000000
16	20000000	30000000
16	30000000	40000000
16	40000000	50000000
16	50000000	60000000
16	60000000	70000000
16	70000000	80000000
16	80000000	90000000
16	90000000	90354753
17	0	10000000
17	10000000	20000000
17	20000000	30000000
17	30000000	40000000
17	40000000	50000000
17	50000000	60000000
17	60000000	70000000
17	70000000	80000000
17	80000000	81195210
18	0	10000000
18	10000000	20000000
18	20000000	30000000
18	30000000	40000000
18	40000000	50000000
18	50000000	60000000
18	60000000	70000000
18	70000000	78077248
19	0	10000000
19	10000000	20000000
19	20000000	30000000
19	30000000	40000000
19	40000000	50000000
19	50000000	59128983
20	0	10000000
20	10000000	20000000
20	20000000	30000000
20	30000000	40000000
20	40000000	50000000
20	50000000	60000000
20	60000000	63025520
21	0	10000000
21	10000000	20000000
21	20000000	30000000
21	30000000	40000000
21	40000000	48129895
22	0	10000000
22	10000000	20000000
22	20000000	30000000
22	30000000	40000000
22	40000000	50000000
22	50000000	51304566
